"Statistic Label","Census Year","CSO Small Areas 2022","Age","Sex","UNIT","VALUE"
"Population","2022","267068001","Age 0-4","Both Sexes","Number","15"
"Population","2022","268129025","Age 0-4","Males","Number","5"
"Population","2022","268129025","Age 0-4","Females","Number","4"
"Population","2022","268129025","Age 0-4","Both Sexes","Number","9"
"Population","2022","127058003","Age 0-4","Males","Number","3"
"Population","2022","127058003","Age 0-4","Females","Number","11"
"Population","2022","127058003","Age 0-4","Both Sexes","Number","14"
"Population","2022","167025028","Age 0-4","Males","Number","17"
"Population","2022","167025028","Age 0-4","Females","Number","17"
"Population","2022","167025028","Age 0-4","Both Sexes","Number","34"
"Population","2022","057058003","Age 0-4","Males","Number","4"
"Population","2022","057058003","Age 0-4","Females","Number","4"
"Population","2022","057058003","Age 0-4","Both Sexes","Number","8"
"Population","2022","268105016/02","Age 0-4","Males","Number","1"
"Population","2022","268105016/02","Age 0-4","Females","Number","1"
"Population","2022","268105016/02","Age 0-4","Both Sexes","Number","2"
"Population","2022","137025001","Age 0-4","Males","Number","9"
"Population","2022","137025001","Age 0-4","Females","Number","2"
"Population","2022","137025001","Age 0-4","Both Sexes","Number","11"
"Population","2022","268020003","Age 0-4","Males","Number","3"
"Population","2022","268020003","Age 0-4","Females","Number","6"
"Population","2022","268020003","Age 0-4","Both Sexes","Number","9"
"Population","2022","268129016","Age 0-4","Males","Number","10"
"Population","2022","268129016","Age 0-4","Females","Number","8"
"Population","2022","268129016","Age 0-4","Both Sexes","Number","18"
"Population","2022","268119010","Age 0-4","Males","Number","5"
"Population","2022","268119010","Age 0-4","Females","Number","12"
"Population","2022","268119010","Age 0-4","Both Sexes","Number","17"
"Population","2022","057052001/057052002","Age 0-4","Males","Number","7"
"Population","2022","057052001/057052002","Age 0-4","Females","Number","9"
"Population","2022","057052001/057052002","Age 0-4","Both Sexes","Number","16"
"Population","2022","267048004","Age 0-4","Males","Number","8"
"Population","2022","267048004","Age 0-4","Females","Number","10"
"Population","2022","267048004","Age 0-4","Both Sexes","Number","18"
"Population","2022","267100062","Age 0-4","Males","Number","10"
"Population","2022","267100062","Age 0-4","Females","Number","7"
"Population","2022","267100062","Age 0-4","Both Sexes","Number","17"
"Population","2022","267104020","Age 0-4","Males","Number","7"
"Population","2022","267104020","Age 0-4","Females","Number","10"
"Population","2022","267104020","Age 0-4","Both Sexes","Number","17"
"Population","2022","167054004","Age 0-4","Males","Number","15"
"Population","2022","167054004","Age 0-4","Females","Number","11"
"Population","2022","167054004","Age 0-4","Both Sexes","Number","26"
"Population","2022","268003011","Age 0-4","Males","Number","3"
"Population","2022","268003011","Age 0-4","Females","Number","4"
"Population","2022","268003011","Age 0-4","Both Sexes","Number","7"
"Population","2022","267147025/02","Age 0-4","Males","Number","36"
"Population","2022","267147025/02","Age 0-4","Females","Number","26"
"Population","2022","267147025/02","Age 0-4","Both Sexes","Number","62"
"Population","2022","097063009","Age 0-4","Males","Number","10"
"Population","2022","097063009","Age 0-4","Females","Number","19"
"Population","2022","097063009","Age 0-4","Both Sexes","Number","29"
"Population","2022","268100016","Age 0-4","Males","Number","1"
"Population","2022","268100016","Age 0-4","Females","Number","2"
"Population","2022","268100016","Age 0-4","Both Sexes","Number","3"
"Population","2022","027034001","Age 0-4","Males","Number","21"
"Population","2022","027034001","Age 0-4","Females","Number","19"
"Population","2022","027034001","Age 0-4","Both Sexes","Number","40"
"Population","2022","127018023","Age 0-4","Males","Number","5"
"Population","2022","127018023","Age 0-4","Females","Number","5"
"Population","2022","127018023","Age 0-4","Both Sexes","Number","10"
"Population","2022","187087017","Age 0-4","Males","Number","13"
"Population","2022","187087017","Age 0-4","Females","Number","5"
"Population","2022","187087017","Age 0-4","Both Sexes","Number","18"
"Population","2022","257078004","Age 0-4","Males","Number","4"
"Population","2022","257078004","Age 0-4","Females","Number","1"
"Population","2022","257078004","Age 0-4","Both Sexes","Number","5"
"Population","2022","107089001","Age 0-4","Males","Number","12"
"Population","2022","107089001","Age 0-4","Females","Number","11"
"Population","2022","107089001","Age 0-4","Both Sexes","Number","23"
"Population","2022","237077002","Age 0-4","Males","Number","11"
"Population","2022","237077002","Age 0-4","Females","Number","7"
"Population","2022","237077002","Age 0-4","Both Sexes","Number","18"
"Population","2022","087025021","Age 0-4","Males","Number","5"
"Population","2022","087025021","Age 0-4","Females","Number","8"
"Population","2022","087025021","Age 0-4","Both Sexes","Number","13"
"Population","2022","117039001/117039003","Age 0-4","Males","Number","13"
"Population","2022","117039001/117039003","Age 0-4","Females","Number","12"
"Population","2022","117039001/117039003","Age 0-4","Both Sexes","Number","25"
"Population","2022","077161006","Age 0-4","Males","Number","3"
"Population","2022","077161006","Age 0-4","Females","Number","4"
"Population","2022","077161006","Age 0-4","Both Sexes","Number","7"
"Population","2022","027066001","Age 0-4","Males","Number","5"
"Population","2022","027066001","Age 0-4","Females","Number","10"
"Population","2022","027066001","Age 0-4","Both Sexes","Number","15"
"Population","2022","257027002/01","Age 0-4","Males","Number","40"
"Population","2022","257027002/01","Age 0-4","Females","Number","43"
"Population","2022","257027002/01","Age 0-4","Both Sexes","Number","83"
"Population","2022","047324023","Age 0-4","Males","Number","15"
"Population","2022","047324023","Age 0-4","Females","Number","11"
"Population","2022","047324023","Age 0-4","Both Sexes","Number","26"
"Population","2022","027016001","Age 0-4","Males","Number","5"
"Population","2022","027016001","Age 0-4","Females","Number","6"
"Population","2022","027016001","Age 0-4","Both Sexes","Number","11"
"Population","2022","157014001","Age 0-4","Males","Number","5"
"Population","2022","157014001","Age 0-4","Females","Number","5"
"Population","2022","157014001","Age 0-4","Both Sexes","Number","10"
"Population","2022","137051001","Age 0-4","Males","Number","13"
"Population","2022","137051001","Age 0-4","Females","Number","13"
"Population","2022","137051001","Age 0-4","Both Sexes","Number","26"
"Population","2022","057106024","Age 0-4","Males","Number","12"
"Population","2022","057106024","Age 0-4","Females","Number","10"
"Population","2022","057106024","Age 0-4","Both Sexes","Number","22"
"Population","2022","077128014","Age 0-4","Males","Number","2"
"Population","2022","077128014","Age 0-4","Females","Number","1"
"Population","2022","077128014","Age 0-4","Both Sexes","Number","3"
"Population","2022","267132040","Age 0-4","Males","Number","14"
"Population","2022","267132040","Age 0-4","Females","Number","16"
"Population","2022","267132040","Age 0-4","Both Sexes","Number","30"
"Population","2022","047159004","Age 0-4","Males","Number","16"
"Population","2022","047159004","Age 0-4","Females","Number","14"
"Population","2022","047159004","Age 0-4","Both Sexes","Number","30"
"Population","2022","268041003","Age 0-4","Males","Number","7"
"Population","2022","268041003","Age 0-4","Females","Number","2"
"Population","2022","268041003","Age 0-4","Both Sexes","Number","9"
"Population","2022","017044001","Age 0-4","Males","Number","9"
"Population","2022","017044001","Age 0-4","Females","Number","9"
"Population","2022","017044001","Age 0-4","Both Sexes","Number","18"
"Population","2022","268140015","Age 0-4","Males","Number","34"
"Population","2022","268140015","Age 0-4","Females","Number","37"
"Population","2022","268140015","Age 0-4","Both Sexes","Number","71"
"Population","2022","037057016","Age 0-4","Males","Number","7"
"Population","2022","037057016","Age 0-4","Females","Number","3"
"Population","2022","037057016","Age 0-4","Both Sexes","Number","10"
"Population","2022","057130002","Age 0-4","Males","Number","11"
"Population","2022","057130002","Age 0-4","Females","Number","9"
"Population","2022","057130002","Age 0-4","Both Sexes","Number","20"
"Population","2022","247035002","Age 0-4","Males","Number","7"
"Population","2022","247035002","Age 0-4","Females","Number","8"
"Population","2022","247035002","Age 0-4","Both Sexes","Number","15"
"Population","2022","097051002","Age 0-4","Males","Number","7"
"Population","2022","097051002","Age 0-4","Females","Number","10"
"Population","2022","097051002","Age 0-4","Both Sexes","Number","17"
"Population","2022","047277004","Age 0-4","Males","Number","9"
"Population","2022","047277004","Age 0-4","Females","Number","8"
"Population","2022","047277004","Age 0-4","Both Sexes","Number","17"
"Population","2022","047294009","Age 0-4","Males","Number","8"
"Population","2022","047294009","Age 0-4","Females","Number","3"
"Population","2022","047294009","Age 0-4","Both Sexes","Number","11"
"Population","2022","057002012","Age 0-4","Males","Number","2"
"Population","2022","057002012","Age 0-4","Females","Number","0"
"Population","2022","057002012","Age 0-4","Both Sexes","Number","2"
"Population","2022","267041014","Age 0-4","Males","Number","5"
"Population","2022","267041014","Age 0-4","Females","Number","13"
"Population","2022","267041014","Age 0-4","Both Sexes","Number","18"
"Population","2022","067109001/067109002","Age 0-4","Males","Number","0"
"Population","2022","067109001/067109002","Age 0-4","Females","Number","5"
"Population","2022","067109001/067109002","Age 0-4","Both Sexes","Number","5"
"Population","2022","268048005","Age 0-4","Males","Number","3"
"Population","2022","268048005","Age 0-4","Females","Number","6"
"Population","2022","268048005","Age 0-4","Both Sexes","Number","9"
"Population","2022","047054006","Age 0-4","Males","Number","4"
"Population","2022","047054006","Age 0-4","Females","Number","4"
"Population","2022","047054006","Age 0-4","Both Sexes","Number","8"
"Population","2022","227032018/227032019","Age 0-4","Males","Number","2"
"Population","2022","227032018/227032019","Age 0-4","Females","Number","4"
"Population","2022","227032018/227032019","Age 0-4","Both Sexes","Number","6"
"Population","2022","268100012","Age 0-4","Males","Number","4"
"Population","2022","268100012","Age 0-4","Females","Number","4"
"Population","2022","268100012","Age 0-4","Both Sexes","Number","8"
"Population","2022","087050024","Age 0-4","Males","Number","3"
"Population","2022","087050024","Age 0-4","Females","Number","6"
"Population","2022","087050024","Age 0-4","Both Sexes","Number","9"
"Population","2022","267156001","Age 0-4","Males","Number","5"
"Population","2022","267156001","Age 0-4","Females","Number","4"
"Population","2022","267156001","Age 0-4","Both Sexes","Number","9"
"Population","2022","047090013/02/047090014","Age 0-4","Males","Number","8"
"Population","2022","047090013/02/047090014","Age 0-4","Females","Number","3"
"Population","2022","047090013/02/047090014","Age 0-4","Both Sexes","Number","11"
"Population","2022","087047002/01","Age 0-4","Males","Number","13"
"Population","2022","087047002/01","Age 0-4","Females","Number","7"
"Population","2022","087047002/01","Age 0-4","Both Sexes","Number","20"
"Population","2022","127001010","Age 0-4","Males","Number","6"
"Population","2022","127001010","Age 0-4","Females","Number","8"
"Population","2022","127001010","Age 0-4","Both Sexes","Number","14"
"Population","2022","268012002","Age 0-4","Males","Number","11"
"Population","2022","268012002","Age 0-4","Females","Number","14"
"Population","2022","268012002","Age 0-4","Both Sexes","Number","25"
"Population","2022","087069006/01","Age 0-4","Males","Number","10"
"Population","2022","087069006/01","Age 0-4","Females","Number","10"
"Population","2022","087069006/01","Age 0-4","Both Sexes","Number","20"
"Population","2022","047298015","Age 0-4","Males","Number","9"
"Population","2022","047298015","Age 0-4","Females","Number","12"
"Population","2022","047298015","Age 0-4","Both Sexes","Number","21"
"Population","2022","067107001","Age 0-4","Males","Number","5"
"Population","2022","067107001","Age 0-4","Females","Number","7"
"Population","2022","067107001","Age 0-4","Both Sexes","Number","12"
"Population","2022","247081002","Age 0-4","Males","Number","10"
"Population","2022","247081002","Age 0-4","Females","Number","6"
"Population","2022","247081002","Age 0-4","Both Sexes","Number","16"
