"Statistic Label","Census Year","Electoral Divisions","UNIT","VALUE"
"Persons of all ages","2022","Castledermot, Kildare","Number","1853"
"Persons of all ages","2022","Celbridge, Kildare","Number","16066"
"Persons of all ages","2022","Churchtown, Kildare","Number","554"
"Persons of all ages","2022","Clane, Kildare","Number","8927"
"Persons of all ages","2022","Cloncurry, Kildare, 087026","Number","1648"
"Persons of all ages","2022","Cloncurry, Kildare, 087027","Number","490"
"Persons of all ages","2022","Donadea, Kildare","Number","857"
"Persons of all ages","2022","Donaghcumper, Kildare","Number","6652"
"Persons of all ages","2022","Donore, Kildare","Number","860"
"Persons of all ages","2022","Downings, Kildare","Number","3091"
"Persons of all ages","2022","Drehid, Kildare","Number","269"
"Persons of all ages","2022","Droichead Nua (Newbridge) Rural, Kildare","Number","2844"
"Persons of all ages","2022","Droichead Nua (Newbridge) Urban, Kildare","Number","7874"
"Persons of all ages","2022","Dunfierth, Kildare","Number","804"
"Persons of all ages","2022","Dunmanoge, Kildare","Number","461"
"Persons of all ages","2022","Dunmurry, Kildare","Number","504"
"Persons of all ages","2022","Feighcullen, Kildare","Number","646"
"Persons of all ages","2022","Fontstown, Kildare","Number","456"
"Persons of all ages","2022","Gilltown, Kildare","Number","1028"
"Persons of all ages","2022","Graney, Kildare","Number","803"
"Persons of all ages","2022","Grangemellon, Kildare","Number","647"
"Persons of all ages","2022","Harristown, Kildare","Number","479"
"Persons of all ages","2022","Inchaquire, Kildare","Number","230"
"Persons of all ages","2022","Johnstown, Kildare","Number","198"
"Persons of all ages","2022","Kilberry, Kildare","Number","587"
"Persons of all ages","2022","Kilcock, Kildare","Number","8896"
"Persons of all ages","2022","Kilcullen, Kildare","Number","3695"
"Persons of all ages","2022","Kildangan, Kildare","Number","736"
"Persons of all ages","2022","Kildare, Kildare","Number","11587"
"Persons of all ages","2022","Kilkea, Kildare","Number","441"
"Persons of all ages","2022","Kill, Kildare","Number","5565"
"Persons of all ages","2022","Killashee, Kildare","Number","431"
"Persons of all ages","2022","Killinthomas, Kildare","Number","385"
"Persons of all ages","2022","Kilmeage North, Kildare","Number","2707"
"Persons of all ages","2022","Kilmeage South, Kildare","Number","2224"
"Persons of all ages","2022","Kilpatrick, Kildare","Number","918"
"Persons of all ages","2022","Kilrainy, Kildare","Number","773"
"Persons of all ages","2022","Kilrush, Kildare","Number","698"
"Persons of all ages","2022","Kilteel, Kildare","Number","638"
"Persons of all ages","2022","Lackagh, Kildare","Number","841"
"Persons of all ages","2022","Ladytown, Kildare","Number","990"
"Persons of all ages","2022","Leixlip, Kildare","Number","16755"
"Persons of all ages","2022","Lullymore, Kildare","Number","201"
"Persons of all ages","2022","Maynooth, Kildare","Number","18729"
"Persons of all ages","2022","Monasterevin, Kildare","Number","5949"
"Persons of all ages","2022","Moone, Kildare","Number","502"
"Persons of all ages","2022","Morristownbiller, Kildare","Number","16107"
"Persons of all ages","2022","Naas Rural, Kildare","Number","3351"
"Persons of all ages","2022","Naas Urban, Kildare","Number","26306"
"Persons of all ages","2022","Narraghmore, Kildare","Number","867"
"Persons of all ages","2022","Newtown, Kildare","Number","1019"
"Persons of all ages","2022","Nurney, Kildare","Number","1196"
"Persons of all ages","2022","Oldconnell, Kildare","Number","1043"
"Persons of all ages","2022","Oughterard, Kildare","Number","846"
"Persons of all ages","2022","Pollardstown, Kildare","Number","337"
"Persons of all ages","2022","Quinsborough, Kildare","Number","166"
"Persons of all ages","2022","Rathangan, Kildare","Number","3122"
"Persons of all ages","2022","Rathernan, Kildare","Number","683"
"Persons of all ages","2022","Rathmore, Kildare","Number","1175"
"Persons of all ages","2022","Robertstown, Kildare","Number","2344"
"Persons of all ages","2022","Skerries, Kildare","Number","717"
"Persons of all ages","2022","Straffan, Kildare","Number","2513"
"Persons of all ages","2022","Thomastown, Kildare","Number","990"
"Persons of all ages","2022","Timahoe North, Kildare","Number","1254"
"Persons of all ages","2022","Timahoe South, Kildare","Number","830"
"Persons of all ages","2022","Usk, Kildare","Number","566"
"Persons of all ages","2022","Windmill Cross, Kildare","Number","1225"
"Persons of all ages","2022","Aghaviller, Kilkenny","Number","477"
"Persons of all ages","2022","Aglish, Kilkenny","Number","975"
"Persons of all ages","2022","Attanagh, Kilkenny","Number","404"
"Persons of all ages","2022","Balleen, Kilkenny","Number","517"
"Persons of all ages","2022","Ballinamara, Kilkenny","Number","390"
"Persons of all ages","2022","Ballincrea, Kilkenny","Number","348"
"Persons of all ages","2022","Ballybeagh, Kilkenny","Number","327"
"Persons of all ages","2022","Ballycallan, Kilkenny","Number","461"
"Persons of all ages","2022","Ballyconra, Kilkenny","Number","239"
"Persons of all ages","2022","Ballyhale, Kilkenny","Number","428"
"Persons of all ages","2022","Ballyragget, Kilkenny","Number","1587"
"Persons of all ages","2022","Ballyvool, Kilkenny","Number","221"
"Persons of all ages","2022","Baunmore, Kilkenny","Number","122"
"Persons of all ages","2022","Bennettsbridge, Kilkenny","Number","1163"
"Persons of all ages","2022","Boolyglass, Kilkenny","Number","155"
"Persons of all ages","2022","Bramblestown, Kilkenny","Number","291"
"Persons of all ages","2022","Brownsford, Kilkenny","Number","148"
"Persons of all ages","2022","Burnchurch, Kilkenny","Number","617"
"Persons of all ages","2022","Callan Rural, Kilkenny","Number","1932"
"Persons of all ages","2022","Callan Urban, Kilkenny","Number","1969"
"Persons of all ages","2022","Castlebanny, Kilkenny","Number","156"
"Persons of all ages","2022","Castlecomer, Kilkenny","Number","2397"
"Persons of all ages","2022","Castlegannon, Kilkenny","Number","160"
"Persons of all ages","2022","Clara, Kilkenny","Number","756"
"Persons of all ages","2022","Clogh, Kilkenny","Number","1288"
"Persons of all ages","2022","Clogharinka, Kilkenny","Number","264"
"Persons of all ages","2022","Clomantagh, Kilkenny","Number","347"
"Persons of all ages","2022","Coolaghmore, Kilkenny","Number","467"
"Persons of all ages","2022","Coolcraheen, Kilkenny","Number","532"
"Persons of all ages","2022","Coolhill, Kilkenny","Number","280"
"Persons of all ages","2022","Danesfort, Kilkenny","Number","464"
"Persons of all ages","2022","Dunbell, Kilkenny","Number","525"
"Persons of all ages","2022","Dunkitt, Kilkenny","Number","1001"
"Persons of all ages","2022","Dunmore, Kilkenny","Number","675"
"Persons of all ages","2022","Dunnamaggan, Kilkenny","Number","460"
"Persons of all ages","2022","Dysartmoon, Kilkenny","Number","265"
"Persons of all ages","2022","Earlstown, Kilkenny","Number","235"
"Persons of all ages","2022","Ennisnag, Kilkenny","Number","530"
"Persons of all ages","2022","Famma, Kilkenny","Number","341"
"Persons of all ages","2022","Farnoge, Kilkenny","Number","336"
"Persons of all ages","2022","Fiddown, Kilkenny","Number","1075"
"Persons of all ages","2022","Freaghana, Kilkenny","Number","267"
"Persons of all ages","2022","Freshford, Kilkenny","Number","989"
"Persons of all ages","2022","Galmoy, Kilkenny","Number","361"
"Persons of all ages","2022","Glashare, Kilkenny","Number","311"
"Persons of all ages","2022","Goresbridge, Kilkenny","Number","541"
"Persons of all ages","2022","Gowran, Kilkenny","Number","1556"
"Persons of all ages","2022","Graiguenamanagh, Kilkenny","Number","1860"
"Persons of all ages","2022","Grange, Kilkenny","Number","903"
"Persons of all ages","2022","Inistioge, Kilkenny","Number","849"
"Persons of all ages","2022","Jerpoint Church, Kilkenny","Number","955"
"Persons of all ages","2022","Jerpoint West, Kilkenny","Number","286"
"Persons of all ages","2022","Johnstown, Kilkenny","Number","877"
"Persons of all ages","2022","Kells, Kilkenny","Number","681"
"Persons of all ages","2022","Kilbeacon, Kilkenny","Number","214"
"Persons of all ages","2022","Kilbride, Kilkenny","Number","401"
"Persons of all ages","2022","Kilcolumb, Kilkenny","Number","621"
"Persons of all ages","2022","Kilculliheen, Kilkenny","Number","5766"
"Persons of all ages","2022","Kilfane, Kilkenny","Number","288"
"Persons of all ages","2022","Kilkeasy, Kilkenny","Number","399"
"Persons of all ages","2022","Kilkenny No. 1 Urban, Kilkenny","Number","5650"
"Persons of all ages","2022","Kilkenny No. 2 Urban, Kilkenny","Number","4118"
"Persons of all ages","2022","Kilkenny Rural, Kilkenny","Number","18603"
"Persons of all ages","2022","Kilkieran, Kilkenny","Number","709"
"Persons of all ages","2022","Killahy, Kilkenny","Number","703"
"Persons of all ages","2022","Killamery, Kilkenny","Number","237"
"Persons of all ages","2022","Kilmacar, Kilkenny","Number","471"
"Persons of all ages","2022","Kilmaganny, Kilkenny","Number","707"
"Persons of all ages","2022","Kilmakevoge, Kilkenny","Number","427"
"Persons of all ages","2022","Kilmanagh, Kilkenny","Number","560"
"Persons of all ages","2022","Kiltorcan, Kilkenny","Number","188"
"Persons of all ages","2022","Knocktopher, Kilkenny","Number","543"
"Persons of all ages","2022","Lisdowney, Kilkenny","Number","287"
"Persons of all ages","2022","Listerlin, Kilkenny","Number","428"
"Persons of all ages","2022","Mallardstown, Kilkenny","Number","217"
"Persons of all ages","2022","Moneenroe, Kilkenny","Number","1311"
"Persons of all ages","2022","Mothell, Kilkenny","Number","499"
"Persons of all ages","2022","Muckalee, Kilkenny, 097078","Number","169"
"Persons of all ages","2022","Muckalee, Kilkenny, 097079","Number","625"
"Persons of all ages","2022","Odagh, Kilkenny","Number","486"
"Persons of all ages","2022","Outrath, Kilkenny","Number","768"
"Persons of all ages","2022","Paulstown, Kilkenny","Number","1063"
"Persons of all ages","2022","Pilltown, Kilkenny","Number","2002"
"Persons of all ages","2022","Pleberstown, Kilkenny","Number","202"
"Persons of all ages","2022","Pollrone, Kilkenny","Number","1501"
"Persons of all ages","2022","Portnascully, Kilkenny","Number","1137"
"Persons of all ages","2022","Powerstown, Kilkenny","Number","524"
"Persons of all ages","2022","Rathbeagh, Kilkenny","Number","287"
"Persons of all ages","2022","Rathcoole, Kilkenny","Number","558"
"Persons of all ages","2022","Rathealy, Kilkenny","Number","211"
"Persons of all ages","2022","Rathpatrick, Kilkenny","Number","1121"
"Persons of all ages","2022","Rosbercon Rural, Kilkenny","Number","704"
"Persons of all ages","2022","Rossinan, Kilkenny","Number","801"
"Persons of all ages","2022","Scotsborough, Kilkenny","Number","174"
"Persons of all ages","2022","Shanbogh, Kilkenny","Number","501"
"Persons of all ages","2022","Shankill, Kilkenny","Number","929"
"Persons of all ages","2022","St. Canice, Kilkenny","Number","607"
"Persons of all ages","2022","Stonyford, Kilkenny","Number","721"
"Persons of all ages","2022","Templeorum, Kilkenny","Number","468"
"Persons of all ages","2022","The Rower, Kilkenny","Number","865"
"Persons of all ages","2022","Thomastown, Kilkenny","Number","2342"
"Persons of all ages","2022","Tiscoffin, Kilkenny","Number","519"
"Persons of all ages","2022","Tubbrid, Kilkenny","Number","475"
"Persons of all ages","2022","Tubbridbrittain, Kilkenny","Number","307"
"Persons of all ages","2022","Tullaghanbrogue, Kilkenny","Number","546"
"Persons of all ages","2022","Tullaherin, Kilkenny","Number","230"
"Persons of all ages","2022","Tullahought, Kilkenny","Number","250"
"Persons of all ages","2022","Tullaroan, Kilkenny","Number","322"
"Persons of all ages","2022","Ullard, Kilkenny","Number","307"
"Persons of all ages","2022","Ullid, Kilkenny","Number","1058"
"Persons of all ages","2022","Urlingford, Kilkenny","Number","1453"
"Persons of all ages","2022","Whitechurch, Kilkenny","Number","453"
"Persons of all ages","2022","Woolengrange, Kilkenny","Number","366"
"Persons of all ages","2022","Abbeyleix, Laois","Number","2979"
"Persons of all ages","2022","Aghmacart, Laois","Number","377"
"Persons of all ages","2022","Arderin, Laois","Number","292"
"Persons of all ages","2022","Ardough, Laois","Number","369"
"Persons of all ages","2022","Arless, Laois","Number","408"
"Persons of all ages","2022","Ballickmoyler, Laois","Number","848"
"Persons of all ages","2022","Ballinakill, Laois","Number","838"
"Persons of all ages","2022","Ballyadams, Laois","Number","437"
"Persons of all ages","2022","Ballybrittas, Laois","Number","1520"
"Persons of all ages","2022","Ballybrophy, Laois","Number","223"
"Persons of all ages","2022","Ballycarroll, Laois","Number","398"
"Persons of all ages","2022","Ballyfin, Laois","Number","711"
"Persons of all ages","2022","Ballylehane, Laois","Number","203"
"Persons of all ages","2022","Ballylynan, Laois","Number","1527"
"Persons of all ages","2022","Ballyroan, Laois","Number","1193"
"Persons of all ages","2022","Barrowhouse, Laois","Number","518"
"Persons of all ages","2022","Blandsfort, Laois","Number","338"
"Persons of all ages","2022","Borris, Laois","Number","1797"
"Persons of all ages","2022","Borris-In-Ossory, Laois","Number","1012"
"Persons of all ages","2022","Caher, Laois","Number","108"
"Persons of all ages","2022","Capard/Brisha, Laois","Number","328"
"Persons of all ages","2022","Cappalough, Laois","Number","361"
"Persons of all ages","2022","Cardtown, Laois","Number","169"
"Persons of all ages","2022","Castlecuffe, Laois","Number","423"
"Persons of all ages","2022","Castletown, Laois","Number","835"
"Persons of all ages","2022","Clash, Laois","Number","372"
"Persons of all ages","2022","Clonaslee, Laois","Number","954"
"Persons of all ages","2022","Clondarrig, Laois","Number","2753"
"Persons of all ages","2022","Clonin, Laois","Number","243"
"Persons of all ages","2022","Clonkeen, Laois","Number","693"
"Persons of all ages","2022","Clonmore, Laois","Number","215"
"Persons of all ages","2022","Colt, Laois","Number","180"
"Persons of all ages","2022","Coolrain, Laois","Number","328"
"Persons of all ages","2022","Cuffsborough, Laois","Number","360"
"Persons of all ages","2022","Cullahill, Laois","Number","362"
"Persons of all ages","2022","Cullenagh, Laois","Number","151"
"Persons of all ages","2022","Curraclone, Laois","Number","269"
